Produced by "The Resistance", Tue Jun 18 20:09:39 2019
---------------------------------------------------------
Parameters: b = 5, l = 3, level = 2, crosswires = 1
---------------------------------------------------------
y	x	potential
37	8	0.0774805
37	10	0.0774805
36	9	0.0702644
35	9	0.0630484
35	8	0.0630484
35	10	0.0630484
34	9	0.0558324
33	9	0.0486163
33	8	0.0486163
33	10	0.0486163
32	9	0.0414003
31	9	0.0341843
31	8	0.0296095
31	10	0.0341843
30	9	0.031543
29	9	0.0289017
29	8	0.0262604
29	10	0.0289017
28	9	0.0289017
27	9	0.0289017
27	8	0.0289017
27	10	0.0289017
26	9	0.0289017
25	9	0.0289017
25	8	0.0289017
25	10	0.0289017
24	9	0.0289017
23	9	0.0289017
23	8	0.0289017
23	10	0.0289017
22	9	0.0289017
21	9	0.0289017
21	8	0.0262604
21	10	0.0289017
20	9	0.031543
19	9	0.0341843
19	8	0.0296095
19	10	0.0341843
18	9	0.0414003
17	9	0.0486163
17	8	0.0486163
17	10	0.0486163
16	9	0.0558324
15	9	0.0630484
15	8	0.0630484
15	10	0.0630484
14	9	0.0702644
13	9	0.0774805
13	8	0.0774805
13	10	0.0774805
12	9	0.0846965
11	9	0.0919125
11	8	0.0849567
11	10	0.0919125
10	9	0.106084
9	9	0.120256
9	8	0.102926
9	10	0.141156
8	9	0.130859
7	9	0.141462
7	8	0.141462
7	10	0.147328
6	9	0.146198
5	9	0.150934
5	8	0.150934
5	10	0.1535
4	9	0.153103
3	9	0.155273
3	8	0.155273
3	10	0.159673
2	9	0.153042
1	9	0.150811
1	8	0.133547
1	10	0.165845
0	9	0.150811
1	11	0.180879
1	12	0.204316
0	11	0.180879
2	11	0.172476
3	11	0.164073
3	12	0.164073
4	11	0.16007
5	11	0.156067
5	12	0.156067
6	11	0.154631
7	11	0.153195
7	12	0.153195
8	11	0.157625
9	11	0.162055
9	12	0.187385
10	11	0.162055
9	13	0.212715
9	14	0.238045
8	13	0.212715
10	13	0.212715
9	15	0.263375
9	16	0.288705
8	15	0.263375
10	15	0.263375
9	17	0.314035
9	18	0.339365
8	17	0.314035
10	17	0.314035
9	19	0.364694
9	20	0.383094
8	19	0.371625
10	19	0.364694
7	19	0.378555
7	18	0.378555
7	20	0.383797
6	19	0.380244
5	19	0.381933
5	18	0.381933
5	20	0.3845
4	19	0.381056
3	19	0.380178
3	18	0.380178
3	20	0.385203
2	19	0.374275
1	19	0.368373
1	18	0.344936
1	20	0.385907
0	19	0.368373
1	21	0.40344
1	22	0.42758
0	21	0.40344
2	21	0.396834
3	21	0.390228
3	22	0.390228
4	21	0.388648
5	21	0.387067
5	22	0.387067
6	21	0.388053
7	21	0.389038
7	22	0.389038
8	21	0.395266
9	21	0.401493
9	22	0.42612
10	21	0.401493
9	23	0.450747
9	24	0.475373
8	23	0.450747
10	23	0.450747
9	25	0.5
9	26	0.524627
8	25	0.5
10	25	0.5
9	27	0.549253
9	28	0.57388
8	27	0.549253
10	27	0.549253
9	29	0.598507
9	30	0.616906
8	29	0.604734
10	29	0.598507
7	29	0.610962
7	28	0.610962
7	30	0.616203
6	29	0.611947
5	29	0.612933
5	28	0.612933
5	30	0.6155
4	29	0.611352
3	29	0.609772
3	28	0.609772
3	30	0.614797
2	29	0.603166
1	29	0.59656
1	28	0.57242
1	30	0.614093
0	29	0.59656
1	31	0.631627
1	32	0.655064
0	31	0.631627
2	31	0.625725
3	31	0.619822
3	32	0.619822
4	31	0.618944
5	31	0.618067
5	32	0.618067
6	31	0.619756
7	31	0.621445
7	32	0.621445
8	31	0.628375
9	31	0.635306
9	32	0.660635
10	31	0.635306
9	33	0.685965
9	34	0.711295
8	33	0.685965
10	33	0.685965
9	35	0.736625
9	36	0.761955
8	35	0.736625
10	35	0.736625
9	37	0.787285
9	38	0.812615
8	37	0.787285
10	37	0.787285
9	39	0.837945
9	40	0.858844
8	39	0.842375
10	39	0.837945
7	39	0.846805
7	38	0.846805
7	40	0.852672
6	39	0.845369
5	39	0.843933
5	38	0.843933
5	40	0.8465
4	39	0.83993
3	39	0.835927
3	38	0.835927
3	40	0.840327
2	39	0.827524
1	39	0.819121
1	38	0.795684
1	40	0.834155
0	39	0.819121
1	41	0.849189
1	42	0.866453
0	41	0.849189
2	41	0.846958
3	41	0.844727
3	42	0.844727
4	41	0.846897
5	41	0.849066
5	42	0.849066
6	41	0.853802
7	41	0.858538
7	42	0.858538
8	41	0.869141
9	41	0.879744
9	42	0.897074
10	41	0.893916
11	41	0.908087
11	40	0.908087
11	42	0.915043
12	41	0.915304
13	41	0.92252
13	40	0.92252
13	42	0.92252
14	41	0.929736
15	41	0.936952
15	40	0.936952
15	42	0.936952
16	41	0.944168
17	41	0.951384
17	40	0.951384
17	42	0.951384
18	41	0.9586
19	41	0.965816
19	40	0.965816
19	42	0.97039
20	41	0.968457
21	41	0.971098
21	40	0.971098
21	42	0.97374
22	41	0.971098
23	41	0.971098
23	40	0.971098
23	42	0.971098
24	41	0.971098
25	41	0.971098
25	40	0.971098
25	42	0.971098
26	41	0.971098
27	41	0.971098
27	40	0.971098
27	42	0.971098
28	41	0.971098
29	41	0.971098
29	40	0.971098
29	42	0.97374
30	41	0.968457
31	41	0.965816
31	40	0.965816
31	42	0.97039
32	41	0.9586
33	41	0.951384
33	40	0.951384
33	42	0.951384
34	41	0.944168
35	41	0.936952
35	40	0.936952
35	42	0.936952
36	41	0.929736
37	41	0.92252
37	40	0.92252
37	42	0.92252
38	41	0.915304
39	41	0.908087
39	40	0.908087
39	42	0.915043
40	41	0.893916
41	41	0.879744
41	40	0.858844
41	42	0.897074
42	41	0.869141
43	41	0.858538
43	40	0.852672
43	42	0.858538
44	41	0.853802
45	41	0.849066
45	40	0.8465
45	42	0.849066
46	41	0.846897
47	41	0.844727
47	40	0.840327
47	42	0.844727
48	41	0.846958
49	41	0.849189
49	40	0.834155
49	42	0.866453
50	41	0.849189
49	43	0.883717
49	44	0.900982
48	43	0.883717
50	43	0.883717
49	45	0.918246
49	46	0.93551
48	45	0.918246
50	45	0.918246
49	47	0.952775
49	48	0.970039
48	47	0.952775
50	47	0.952775
49	49	0.987303
48	49	0.991871
50	49	0.987303
47	49	0.996438
47	48	0.996438
46	49	0.997444
45	49	0.99845
45	48	0.99845
44	49	0.997906
43	49	0.997362
43	48	0.997362
42	49	0.99418
41	49	0.990998
41	48	0.978751
40	49	0.991061
39	49	0.991123
39	48	0.979084
38	49	0.994349
37	49	0.997574
37	48	0.997574
36	49	0.998374
35	49	0.999173
35	48	0.999173
34	49	0.999146
33	49	0.999119
33	48	0.999119
32	49	0.998211
31	49	0.997302
31	48	0.993678
30	49	0.997321
29	49	0.99734
29	48	0.993749
28	49	0.99829
27	49	0.99924
27	48	0.99924
26	49	0.99943
25	49	0.99962
25	48	0.99962
24	49	0.99943
23	49	0.99924
23	48	0.99924
22	49	0.99829
21	49	0.99734
21	48	0.993749
20	49	0.997321
19	49	0.997302
19	48	0.993678
18	49	0.998211
17	49	0.999119
17	48	0.999119
16	49	0.999146
15	49	0.999173
15	48	0.999173
14	49	0.998374
13	49	0.997574
13	48	0.997574
12	49	0.994349
11	49	0.991123
11	48	0.979084
10	49	0.991061
9	49	0.990998
9	48	0.978751
8	49	0.99418
7	49	0.997362
7	48	0.997362
6	49	0.997906
5	49	0.99845
5	48	0.99845
4	49	0.997444
3	49	0.996438
3	48	0.996438
2	49	0.991871
1	49	0.987303
1	48	0.970039
0	49	0.987303
1	47	0.952775
1	46	0.93551
0	47	0.952775
2	47	0.952775
1	45	0.918246
1	44	0.900982
0	45	0.918246
2	45	0.918246
1	43	0.883717
0	43	0.883717
2	43	0.883717
9	47	0.966505
9	46	0.953988
8	47	0.966505
10	47	0.966774
11	47	0.967044
11	46	0.955275
12	47	0.967044
11	45	0.943505
11	44	0.932752
10	45	0.942488
12	45	0.943505
9	45	0.941471
9	44	0.927938
8	45	0.941471
9	43	0.914405
8	43	0.914405
10	43	0.918202
11	43	0.921999
12	43	0.921999
19	47	0.990053
19	46	0.986376
18	47	0.990053
20	47	0.990105
21	47	0.990157
21	46	0.986618
22	47	0.990157
21	45	0.983079
21	44	0.97973
20	45	0.982889
22	45	0.983079
19	45	0.982699
19	44	0.978832
18	45	0.982699
19	43	0.974965
18	43	0.974965
20	43	0.975673
21	43	0.976381
22	43	0.976381
29	47	0.990157
29	46	0.986618
28	47	0.990157
30	47	0.990105
31	47	0.990053
31	46	0.986376
32	47	0.990053
31	45	0.982699
31	44	0.978832
30	45	0.982889
32	45	0.982699
29	45	0.983079
29	44	0.97973
28	45	0.983079
29	43	0.976381
28	43	0.976381
30	43	0.975673
31	43	0.974965
32	43	0.974965
39	47	0.967044
39	46	0.955275
38	47	0.967044
40	47	0.966774
41	47	0.966505
41	46	0.953988
42	47	0.966505
41	45	0.941471
41	44	0.927938
40	45	0.942488
42	45	0.941471
39	45	0.943505
39	44	0.932752
38	45	0.943505
39	43	0.921999
38	43	0.921999
40	43	0.918202
41	43	0.914405
42	43	0.914405
49	39	0.819121
49	38	0.795684
48	39	0.827524
50	39	0.819121
47	39	0.835927
47	38	0.835927
46	39	0.83993
45	39	0.843933
45	38	0.843933
44	39	0.845369
43	39	0.846805
43	38	0.846805
42	39	0.842375
41	39	0.837945
41	38	0.812615
40	39	0.837945
41	37	0.787285
41	36	0.761955
40	37	0.787285
42	37	0.787285
41	35	0.736625
41	34	0.711295
40	35	0.736625
42	35	0.736625
41	33	0.685965
41	32	0.660635
40	33	0.685965
42	33	0.685965
41	31	0.635306
41	30	0.616906
40	31	0.635306
42	31	0.628375
43	31	0.621445
43	30	0.616203
43	32	0.621445
44	31	0.619756
45	31	0.618067
45	30	0.6155
45	32	0.618067
46	31	0.618944
47	31	0.619822
47	30	0.614797
47	32	0.619822
48	31	0.625725
49	31	0.631627
49	30	0.614093
49	32	0.655064
50	31	0.631627
49	33	0.678501
49	34	0.701938
48	33	0.678501
50	33	0.678501
49	35	0.725374
49	36	0.748811
48	35	0.725374
50	35	0.725374
49	37	0.772248
48	37	0.772248
50	37	0.772248
49	29	0.59656
49	28	0.57242
48	29	0.603166
50	29	0.59656
47	29	0.609772
47	28	0.609772
46	29	0.611352
45	29	0.612933
45	28	0.612933
44	29	0.611947
43	29	0.610962
43	28	0.610962
42	29	0.604734
41	29	0.598507
41	28	0.57388
40	29	0.598507
41	27	0.549253
41	26	0.524627
40	27	0.549253
42	27	0.549253
41	25	0.5
41	24	0.475373
40	25	0.5
42	25	0.5
41	23	0.450747
41	22	0.42612
40	23	0.450747
42	23	0.450747
41	21	0.401493
41	20	0.383094
40	21	0.401493
42	21	0.395266
43	21	0.389038
43	20	0.383797
43	22	0.389038
44	21	0.388053
45	21	0.387067
45	20	0.3845
45	22	0.387067
46	21	0.388648
47	21	0.390228
47	20	0.385203
47	22	0.390228
48	21	0.396834
49	21	0.40344
49	20	0.385907
49	22	0.42758
50	21	0.40344
49	23	0.45172
49	24	0.47586
48	23	0.45172
50	23	0.45172
49	25	0.5
49	26	0.52414
48	25	0.5
50	25	0.5
49	27	0.54828
48	27	0.54828
50	27	0.54828
49	19	0.368373
49	18	0.344936
48	19	0.374275
50	19	0.368373
47	19	0.380178
47	18	0.380178
46	19	0.381056
45	19	0.381933
45	18	0.381933
44	19	0.380244
43	19	0.378555
43	18	0.378555
42	19	0.371625
41	19	0.364694
41	18	0.339365
40	19	0.364694
41	17	0.314035
41	16	0.288705
40	17	0.314035
42	17	0.314035
41	15	0.263375
41	14	0.238045
40	15	0.263375
42	15	0.263375
41	13	0.212715
41	12	0.187385
40	13	0.212715
42	13	0.212715
41	11	0.162055
40	11	0.162055
42	11	0.157625
43	11	0.153195
43	12	0.153195
44	11	0.154631
45	11	0.156067
45	12	0.156067
46	11	0.16007
47	11	0.164073
47	12	0.164073
48	11	0.172476
49	11	0.180879
49	12	0.204316
50	11	0.180879
49	13	0.227752
49	14	0.251189
48	13	0.227752
50	13	0.227752
49	15	0.274626
49	16	0.298062
48	15	0.274626
50	15	0.274626
49	17	0.321499
48	17	0.321499
50	17	0.321499
1	37	0.772248
1	36	0.748811
0	37	0.772248
2	37	0.772248
1	35	0.725374
1	34	0.701938
0	35	0.725374
2	35	0.725374
1	33	0.678501
0	33	0.678501
2	33	0.678501
1	27	0.54828
1	26	0.52414
0	27	0.54828
2	27	0.54828
1	25	0.5
1	24	0.47586
0	25	0.5
2	25	0.5
1	23	0.45172
0	23	0.45172
2	23	0.45172
1	17	0.321499
1	16	0.298062
0	17	0.321499
2	17	0.321499
1	15	0.274626
1	14	0.251189
0	15	0.274626
2	15	0.274626
1	13	0.227752
0	13	0.227752
2	13	0.227752
1	7	0.116283
1	6	0.0990185
0	7	0.116283
2	7	0.116283
1	5	0.0817541
1	4	0.0644898
0	5	0.0817541
2	5	0.0817541
1	3	0.0472255
0	3	0.0472255
2	3	0.0472255
9	7	0.0855952
9	6	0.0720619
8	7	0.0855952
10	7	0.0817981
11	7	0.078001
11	6	0.067248
12	7	0.078001
11	5	0.0564951
11	4	0.0447254
10	5	0.0575119
12	5	0.0564951
9	5	0.0585286
9	4	0.046012
8	5	0.0585286
9	3	0.0334955
8	3	0.0334955
10	3	0.0332256
11	3	0.0329558
12	3	0.0329558
19	7	0.0250348
19	6	0.0211679
18	7	0.0250348
20	7	0.024327
21	7	0.0236191
21	6	0.02027
22	7	0.0236191
21	5	0.0169209
21	4	0.0133818
20	5	0.0171109
22	5	0.0169209
19	5	0.0173009
19	4	0.013624
18	5	0.0173009
19	3	0.00994709
18	3	0.00994709
20	3	0.00989489
21	3	0.0098427
22	3	0.0098427
29	7	0.0236191
29	6	0.02027
28	7	0.0236191
30	7	0.024327
31	7	0.0250348
31	6	0.0211679
32	7	0.0250348
31	5	0.0173009
31	4	0.013624
30	5	0.0171109
32	5	0.0173009
29	5	0.0169209
29	4	0.0133818
28	5	0.0169209
29	3	0.0098427
28	3	0.0098427
30	3	0.00989489
31	3	0.00994709
32	3	0.00994709
39	7	0.078001
39	6	0.067248
38	7	0.078001
40	7	0.0817981
41	7	0.0855952
41	6	0.0720619
42	7	0.0855952
41	5	0.0585286
41	4	0.046012
40	5	0.0575119
42	5	0.0585286
39	5	0.0564951
39	4	0.0447254
38	5	0.0564951
39	3	0.0329558
38	3	0.0329558
40	3	0.0332256
41	3	0.0334955
42	3	0.0334955
