Produced by "The Resistance",2019-07-30 11:41:39.105111
---------------------------------------------------------
Parameters: b = 5, l = 3, level = 3
---------------------------------------------------------
y	x	potential
1	0	0.000000
3	0	0.000000
5	0	0.000000
7	0	0.000000
9	0	0.000000
11	0	0.000000
13	0	0.000000
15	0	0.000000
17	0	0.000000
19	0	0.000000
21	0	0.000000
23	0	0.000000
25	0	0.000000
27	0	0.000000
29	0	0.000000
31	0	0.000000
33	0	0.000000
35	0	0.000000
37	0	0.000000
39	0	0.000000
41	0	0.000000
43	0	0.000000
45	0	0.000000
47	0	0.000000
49	0	0.000000
51	0	0.000000
53	0	0.000000
55	0	0.000000
57	0	0.000000
59	0	0.000000
61	0	0.000000
63	0	0.000000
65	0	0.000000
67	0	0.000000
69	0	0.000000
71	0	0.000000
73	0	0.000000
75	0	0.000000
77	0	0.000000
79	0	0.000000
81	0	0.000000
83	0	0.000000
85	0	0.000000
87	0	0.000000
89	0	0.000000
91	0	0.000000
93	0	0.000000
95	0	0.000000
97	0	0.000000
99	0	0.000000
101	0	0.000000
103	0	0.000000
105	0	0.000000
107	0	0.000000
109	0	0.000000
111	0	0.000000
113	0	0.000000
115	0	0.000000
117	0	0.000000
119	0	0.000000
121	0	0.000000
123	0	0.000000
125	0	0.000000
127	0	0.000000
129	0	0.000000
131	0	0.000000
133	0	0.000000
135	0	0.000000
137	0	0.000000
139	0	0.000000
141	0	0.000000
143	0	0.000000
145	0	0.000000
147	0	0.000000
149	0	0.000000
151	0	0.000000
153	0	0.000000
155	0	0.000000
157	0	0.000000
159	0	0.000000
161	0	0.000000
163	0	0.000000
165	0	0.000000
167	0	0.000000
169	0	0.000000
171	0	0.000000
173	0	0.000000
175	0	0.000000
177	0	0.000000
179	0	0.000000
181	0	0.000000
183	0	0.000000
185	0	0.000000
187	0	0.000000
189	0	0.000000
191	0	0.000000
193	0	0.000000
195	0	0.000000
197	0	0.000000
199	0	0.000000
201	0	0.000000
203	0	0.000000
205	0	0.000000
207	0	0.000000
209	0	0.000000
211	0	0.000000
213	0	0.000000
215	0	0.000000
217	0	0.000000
219	0	0.000000
221	0	0.000000
223	0	0.000000
225	0	0.000000
227	0	0.000000
229	0	0.000000
231	0	0.000000
233	0	0.000000
235	0	0.000000
237	0	0.000000
239	0	0.000000
241	0	0.000000
243	0	0.000000
245	0	0.000000
247	0	0.000000
249	0	0.000000
250	1	0.000000
250	3	0.000000
250	5	0.000000
250	7	0.000000
250	9	0.000000
250	11	0.000000
250	13	0.000000
250	15	0.000000
250	17	0.000000
250	19	0.000000
250	21	0.000000
250	23	0.000000
250	25	0.000000
250	27	0.000000
250	29	0.000000
250	31	0.000000
250	33	0.000000
250	35	0.000000
250	37	0.000000
250	39	0.000000
250	41	0.000000
250	43	0.000000
250	45	0.000000
250	47	0.000000
250	49	0.000000
250	51	0.000000
250	53	0.000000
250	55	0.000000
250	57	0.000000
250	59	0.000000
250	61	0.000000
250	63	0.000000
250	65	0.000000
250	67	0.000000
250	69	0.000000
250	71	0.000000
250	73	0.000000
250	75	0.000000
250	77	0.000000
250	79	0.000000
250	81	0.000000
250	83	0.000000
250	85	0.000000
250	87	0.000000
250	89	0.000000
250	91	0.000000
250	93	0.000000
250	95	0.000000
250	97	0.000000
250	99	0.000000
250	101	0.000000
250	103	0.000000
250	105	0.000000
250	107	0.000000
250	109	0.000000
250	111	0.000000
250	113	0.000000
250	115	0.000000
250	117	0.000000
250	119	0.000000
250	121	0.000000
250	123	0.000000
250	125	0.000000
250	127	0.000000
250	129	0.000000
250	131	0.000000
250	133	0.000000
250	135	0.000000
250	137	0.000000
250	139	0.000000
250	141	0.000000
250	143	0.000000
250	145	0.000000
250	147	0.000000
250	149	0.000000
250	151	0.000000
250	153	0.000000
250	155	0.000000
250	157	0.000000
250	159	0.000000
250	161	0.000000
250	163	0.000000
250	165	0.000000
250	167	0.000000
250	169	0.000000
250	171	0.000000
250	173	0.000000
250	175	0.000000
250	177	0.000000
250	179	0.000000
250	181	0.000000
250	183	0.000000
250	185	0.000000
250	187	0.000000
250	189	0.000000
250	191	0.000000
250	193	0.000000
250	195	0.000000
250	197	0.000000
250	199	0.000000
250	201	0.000000
250	203	0.000000
250	205	0.000000
250	207	0.000000
250	209	0.000000
250	211	0.000000
250	213	0.000000
250	215	0.000000
250	217	0.000000
250	219	0.000000
250	221	0.000000
250	223	0.000000
250	225	0.000000
250	227	0.000000
250	229	0.000000
250	231	0.000000
250	233	0.000000
250	235	0.000000
250	237	0.000000
250	239	0.000000
250	241	0.000000
250	243	0.000000
250	245	0.000000
250	247	0.000000
250	249	0.000000
249	250	0.000000
247	250	0.000000
245	250	0.000000
243	250	0.000000
241	250	0.000000
239	250	0.000000
237	250	0.000000
235	250	0.000000
233	250	0.000000
231	250	0.000000
229	250	0.000000
227	250	0.000000
225	250	0.000000
223	250	0.000000
221	250	0.000000
219	250	0.000000
217	250	0.000000
215	250	0.000000
213	250	0.000000
211	250	0.000000
209	250	0.000000
207	250	0.000000
205	250	0.000000
203	250	0.000000
201	250	0.000000
199	250	0.000000
197	250	0.000000
195	250	0.000000
193	250	0.000000
191	250	0.000000
189	250	0.000000
187	250	0.000000
185	250	0.000000
183	250	0.000000
181	250	0.000000
179	250	0.000000
177	250	0.000000
175	250	0.000000
173	250	0.000000
171	250	0.000000
169	250	0.000000
167	250	0.000000
165	250	0.000000
163	250	0.000000
161	250	0.000000
159	250	0.000000
157	250	0.000000
155	250	0.000000
153	250	0.000000
151	250	0.000000
149	250	0.000000
147	250	0.000000
145	250	0.000000
143	250	0.000000
141	250	0.000000
139	250	0.000000
137	250	0.000000
135	250	0.000000
133	250	0.000000
131	250	0.000000
129	250	0.000000
127	250	0.000000
125	250	0.000000
123	250	0.000000
121	250	0.000000
119	250	0.000000
117	250	0.000000
